ActivityHour,hour_step
2016-04-30T12:00:00Z,658.2333333333333
2016-04-29T12:00:00Z,655.8064516129032
2016-04-18T09:00:00Z,654.71875
2016-05-08T14:00:00Z,654.6296296296297
2016-05-12T10:00:00Z,651.0588235294117
2016-05-10T12:00:00Z,649.75
2016-03-29T12:00:00Z,647.5454545454545
2016-04-29T14:00:00Z,645.6451612903226
2016-04-07T20:00:00Z,643.21875
2016-04-18T10:00:00Z,642.84375
2016-03-31T12:00:00Z,642.7575757575758
2016-05-09T13:00:00Z,641.8846153846154
2016-05-07T19:00:00Z,638.7037037037037
2016-04-18T19:00:00Z,637.4375
2016-03-26T16:00:00Z,634.6060606060606
2016-03-13T19:00:00Z,634.060606060606
2016-04-04T20:00:00Z,632.375
2016-04-24T17:00:00Z,631.84375
2016-04-04T13:00:00Z,631.125
2016-04-14T18:00:00Z,630.8484848484849
2016-04-21T12:00:00Z,630.71875
2016-03-17T18:00:00Z,630.4545454545455
2016-04-28T14:00:00Z,629.1875
2016-04-30T18:00:00Z,628.8666666666667
2016-05-03T17:00:00Z,628.1034482758621
2016-04-20T08:00:00Z,627.84375
2016-03-17T19:00:00Z,625.7878787878788
2016-03-27T15:00:00Z,625.5757575757576
2016-05-05T19:00:00Z,624.0344827586207
2016-04-25T10:00:00Z,623.96875
2016-04-12T17:00:00Z,623.6060606060606
2016-04-16T14:00:00Z,623.375
2016-04-19T13:00:00Z,622.625
2016-04-19T08:00:00Z,622.25
2016-05-05T16:00:00Z,621.7931034482758
2016-04-12T19:00:00Z,621.1212121212121
2016-05-09T14:00:00Z,620.9230769230769
2016-04-07T17:00:00Z,620.6875
2016-04-06T18:00:00Z,620.53125
2016-03-15T18:00:00Z,620.2424242424242
2016-04-25T19:00:00Z,619.125
2016-04-13T18:00:00Z,618.6060606060606
2016-04-08T14:00:00Z,617.65625
2016-05-01T08:00:00Z,616.5
2016-03-14T20:00:00Z,614.7272727272727
2016-04-07T10:00:00Z,614.40625
2016-03-24T12:00:00Z,612.6969696969697
2016-04-02T10:00:00Z,612.6363636363636
2016-03-23T19:00:00Z,610.9090909090909
2016-03-27T12:00:00Z,609.6969696969697
2016-05-12T12:00:00Z,609.3076923076923
2016-04-14T19:00:00Z,608.6969696969697
2016-04-25T17:00:00Z,608.46875
2016-04-17T14:00:00Z,607.34375
2016-05-10T18:00:00Z,606.375
2016-04-20T09:00:00Z,605.96875
2016-04-22T08:00:00Z,605.84375
2016-04-08T16:00:00Z,603.21875
2016-04-10T10:00:00Z,602
2016-04-09T17:00:00Z,600.9642857142857
2016-05-09T17:00:00Z,600.68
2016-04-11T19:00:00Z,599.375
2016-04-11T11:00:00Z,595.6666666666666
2016-04-09T14:00:00Z,592
2016-04-16T11:00:00Z,591.21875
2016-04-20T19:00:00Z,589.53125
2016-04-18T16:00:00Z,589.34375
2016-04-30T19:00:00Z,589.3
2016-05-08T13:00:00Z,588.5925925925926
2016-04-16T19:00:00Z,588.53125
2016-04-28T16:00:00Z,587.625
2016-04-09T18:00:00Z,587.3928571428571
2016-03-12T18:00:00Z,586.6666666666666
2016-04-09T20:00:00Z,585.7857142857143
2016-04-14T16:00:00Z,582.1212121212121
2016-05-05T21:00:00Z,581.3448275862069
2016-04-12T18:00:00Z,579.0909090909091
2016-04-24T18:00:00Z,579.0625
2016-04-17T17:00:00Z,579.03125
2016-04-22T09:00:00Z,577.1875
2016-04-21T18:00:00Z,576.96875
2016-04-26T13:00:00Z,576.84375
2016-05-08T19:00:00Z,576.6666666666666
2016-04-21T11:00:00Z,576.21875
2016-03-15T19:00:00Z,576.1515151515151
2016-04-24T13:00:00Z,575.90625
2016-04-08T19:00:00Z,575.5483870967741
2016-04-29T16:00:00Z,575.516129032258
2016-03-30T12:00:00Z,575.2121212121212
2016-05-08T12:00:00Z,575.074074074074
2016-04-20T14:00:00Z,574.59375
2016-04-25T09:00:00Z,574.03125
2016-03-12T15:00:00Z,573.969696969697
2016-04-09T11:00:00Z,573.2857142857143
2016-04-25T12:00:00Z,572.25
2016-04-21T15:00:00Z,572.21875
2016-04-21T19:00:00Z,571.40625
2016-05-05T10:00:00Z,570.1724137931035
2016-04-12T12:00:00Z,567.3939393939394
2016-03-28T14:00:00Z,567.3636363636364
2016-04-28T13:00:00Z,566.5
2016-03-26T09:00:00Z,565.8484848484849
2016-04-20T13:00:00Z,565.71875
2016-03-19T14:00:00Z,565.2424242424242
2016-04-01T08:00:00Z,562.6969696969697
2016-04-05T19:00:00Z,562.1875
2016-04-24T11:00:00Z,561.78125
2016-04-09T10:00:00Z,561.1785714285714
2016-04-08T17:00:00Z,560.0625
2016-03-27T17:00:00Z,559.5151515151515
2016-04-13T17:00:00Z,557.969696969697
2016-04-01T18:00:00Z,557.6666666666666
2016-04-27T14:00:00Z,556.375
2016-04-15T16:00:00Z,554.8125
2016-03-18T09:00:00Z,554.6666666666666
2016-04-22T13:00:00Z,553.875
2016-05-05T09:00:00Z,553.0689655172414
2016-03-12T11:00:00Z,551.8787878787879
2016-04-04T18:00:00Z,551.75
2016-04-15T11:00:00Z,550.4242424242424
2016-04-06T12:00:00Z,550.40625
2016-03-12T16:00:00Z,549.060606060606
2016-03-14T19:00:00Z,548.4848484848485
2016-04-25T13:00:00Z,548.125
2016-05-07T10:00:00Z,548.1111111111111
2016-05-08T21:00:00Z,547.8518518518518
2016-04-11T17:00:00Z,547.625
2016-04-09T16:00:00Z,547.1071428571429
2016-03-31T09:00:00Z,546.3636363636364
2016-03-17T15:00:00Z,546.2424242424242
2016-04-23T12:00:00Z,545.625
2016-03-14T09:00:00Z,543.969696969697
2016-05-07T11:00:00Z,543
2016-04-08T08:00:00Z,541.875
2016-04-18T13:00:00Z,540.875
2016-05-09T15:00:00Z,539.7307692307693
2016-03-16T14:00:00Z,539.6969696969697
2016-04-09T15:00:00Z,539.5714285714286
2016-04-29T19:00:00Z,539.5483870967741
2016-03-17T12:00:00Z,539.5151515151515
2016-04-19T19:00:00Z,538.125
2016-05-07T14:00:00Z,537.4074074074074
2016-03-13T13:00:00Z,536.1212121212121
2016-03-30T11:00:00Z,535.8181818181819
2016-04-01T09:00:00Z,535.5757575757576
2016-05-09T10:00:00Z,535.1481481481482
2016-04-28T19:00:00Z,534.3125
2016-04-04T10:00:00Z,533.59375
2016-04-25T21:00:00Z,532.875
2016-05-10T11:00:00Z,529.625
2016-04-21T14:00:00Z,529.5
2016-03-21T12:00:00Z,528.969696969697
2016-04-02T13:00:00Z,528.939393939394
2016-03-20T14:00:00Z,528.6666666666666
2016-03-27T13:00:00Z,528
2016-04-20T12:00:00Z,526.1875
2016-03-28T12:00:00Z,526.1818181818181
2016-05-11T11:00:00Z,525.9130434782609
2016-04-10T16:00:00Z,525.72
2016-03-15T13:00:00Z,525.3333333333334
2016-04-22T19:00:00Z,525.3125
2016-03-31T19:00:00Z,525.3030303030303
2016-04-11T07:00:00Z,525.16
2016-04-16T08:00:00Z,525.125
2016-03-17T10:00:00Z,524.5757575757576
2016-03-17T09:00:00Z,524.1212121212121
2016-05-11T12:00:00Z,523.4761904761905
2016-04-15T13:00:00Z,522.1515151515151
2016-05-04T19:00:00Z,520.9655172413793
2016-04-03T18:00:00Z,520.875
2016-05-03T22:00:00Z,520.3103448275862
2016-04-30T16:00:00Z,520.1666666666666
2016-05-10T10:00:00Z,519.5
2016-04-04T16:00:00Z,518.84375
2016-04-03T11:00:00Z,518.5
2016-04-23T17:00:00Z,518.15625
2016-03-15T20:00:00Z,517.4848484848485
2016-03-12T12:00:00Z,516.4848484848485
2016-05-05T17:00:00Z,516.3448275862069
2016-04-05T13:00:00Z,515.59375
2016-05-04T14:00:00Z,515.1724137931035
2016-05-03T19:00:00Z,514.6551724137931
2016-03-18T14:00:00Z,514.0909090909091
2016-04-23T19:00:00Z,513.90625
2016-03-28T11:00:00Z,513.030303030303
2016-04-26T19:00:00Z,512.96875
2016-04-21T10:00:00Z,512.875
2016-04-06T08:00:00Z,512.3125
2016-04-13T08:00:00Z,512.2727272727273
2016-05-12T15:00:00Z,512
2016-04-06T13:00:00Z,511.4375
2016-04-09T07:00:00Z,510.44827586206895
2016-04-09T12:00:00Z,510.10714285714283
2016-04-07T08:00:00Z,510.03125
2016-03-31T14:00:00Z,509.8181818181818
2016-04-30T10:00:00Z,509.3333333333333
2016-03-13T20:00:00Z,508.969696969697
2016-04-05T08:00:00Z,508.93939393939394
2016-04-23T16:00:00Z,508.03125
2016-04-06T09:00:00Z,507.28125
2016-04-24T12:00:00Z,505.625
2016-05-05T12:00:00Z,504.55172413793105
2016-03-25T11:00:00Z,504.42424242424244
2016-05-03T16:00:00Z,504.3448275862069
2016-03-12T17:00:00Z,503.030303030303
2016-04-21T08:00:00Z,502.75
2016-03-26T14:00:00Z,501.969696969697
2016-03-21T14:00:00Z,501.90909090909093
2016-04-25T08:00:00Z,501.8125
2016-03-30T14:00:00Z,501.6060606060606
2016-04-09T19:00:00Z,500
2016-04-03T17:00:00Z,499.875
2016-04-24T10:00:00Z,499.71875
2016-04-04T17:00:00Z,499.65625
2016-03-20T15:00:00Z,499.6363636363636
2016-03-13T15:00:00Z,499.3636363636364
2016-04-26T17:00:00Z,498.71875
2016-04-29T18:00:00Z,498.4516129032258
2016-04-23T18:00:00Z,498.40625
2016-04-07T14:00:00Z,497.375
2016-04-27T13:00:00Z,495.9375
2016-04-05T12:00:00Z,495.59375
2016-04-11T12:00:00Z,494.5416666666667
2016-03-28T13:00:00Z,492.6060606060606
2016-04-14T08:00:00Z,492.54545454545456
2016-03-22T19:00:00Z,492.3636363636364
2016-04-02T17:00:00Z,491.96875
2016-03-21T10:00:00Z,491.7878787878788
2016-04-19T18:00:00Z,491.625
2016-03-13T10:00:00Z,491.1818181818182
2016-05-08T16:00:00Z,489.55555555555554
2016-05-03T10:00:00Z,488.62068965517244
2016-04-12T14:00:00Z,488.6060606060606
2016-05-08T15:00:00Z,488.55555555555554
2016-03-13T11:00:00Z,488.54545454545456
2016-04-14T09:00:00Z,487.6969696969697
2016-04-28T17:00:00Z,487.65625
2016-03-12T08:00:00Z,487.4848484848485
2016-04-03T16:00:00Z,486.84375
2016-04-11T13:00:00Z,485.7916666666667
2016-04-26T11:00:00Z,485.71875
2016-04-23T08:00:00Z,485.59375
2016-05-07T13:00:00Z,485.3703703703704
2016-05-05T14:00:00Z,484.62068965517244
2016-03-17T11:00:00Z,484.42424242424244
2016-03-16T20:00:00Z,483.5151515151515
2016-04-27T15:00:00Z,483.09375
2016-04-03T20:00:00Z,482.625
2016-03-30T13:00:00Z,482.1212121212121
2016-03-26T18:00:00Z,481.1515151515151
2016-03-16T09:00:00Z,479.09090909090907
2016-05-01T17:00:00Z,478
2016-03-29T13:00:00Z,476.90909090909093
2016-05-12T13:00:00Z,476.8333333333333
2016-04-23T15:00:00Z,476.75
2016-04-19T17:00:00Z,476.15625
2016-04-16T15:00:00Z,476.09375
2016-03-12T19:00:00Z,475.5151515151515
2016-03-16T11:00:00Z,475.030303030303
2016-03-29T18:00:00Z,474.72727272727275
2016-04-17T10:00:00Z,473.875
2016-03-14T18:00:00Z,473.7878787878788
2016-03-26T15:00:00Z,473.42424242424244
2016-05-02T19:00:00Z,473.37931034482756
2016-04-23T10:00:00Z,472.53125
2016-04-17T19:00:00Z,471.53125
2016-05-11T15:00:00Z,471.04761904761904
2016-04-29T11:00:00Z,470.93548387096774
2016-05-06T13:00:00Z,470.8965517241379
2016-04-25T18:00:00Z,470.8125
2016-04-10T15:00:00Z,470.48
2016-04-23T21:00:00Z,470.28125
2016-03-28T16:00:00Z,470.24242424242425
2016-04-21T16:00:00Z,469.96875
2016-04-30T17:00:00Z,469.8
2016-04-07T12:00:00Z,468.9375
2016-03-17T21:00:00Z,468.6666666666667
2016-03-19T12:00:00Z,468.6666666666667
2016-04-05T17:00:00Z,467.84375
2016-04-27T12:00:00Z,467.40625
2016-04-20T15:00:00Z,466.875
2016-05-03T14:00:00Z,465.41379310344826
2016-03-30T18:00:00Z,465.06060606060606
2016-03-29T09:00:00Z,464.6666666666667
2016-05-01T19:00:00Z,464.62068965517244
2016-05-10T14:00:00Z,463.125
2016-05-01T18:00:00Z,462.6896551724138
2016-03-22T20:00:00Z,462.3636363636364
2016-04-28T10:00:00Z,462.28125
2016-04-14T14:00:00Z,461.6969696969697
2016-04-16T10:00:00Z,461.09375
2016-03-16T08:00:00Z,460.7878787878788
2016-03-16T21:00:00Z,460.6666666666667
2016-04-28T18:00:00Z,460.5625
2016-04-20T16:00:00Z,460.1875
2016-04-06T10:00:00Z,459.90625
2016-03-31T11:00:00Z,459.27272727272725
2016-03-16T16:00:00Z,459.1818181818182
2016-04-14T10:00:00Z,458.93939393939394
2016-04-05T16:00:00Z,458.5
2016-05-05T18:00:00Z,458.2758620689655
2016-03-31T17:00:00Z,457.2121212121212
2016-04-06T11:00:00Z,457.1875
2016-04-04T08:00:00Z,455
2016-05-05T08:00:00Z,453.7586206896552
2016-03-31T15:00:00Z,453.45454545454544
2016-04-25T07:00:00Z,453.09375
2016-04-30T20:00:00Z,453.06666666666666
2016-03-23T09:00:00Z,452.93939393939394
2016-03-24T10:00:00Z,452.6363636363636
2016-03-18T19:00:00Z,452.3333333333333
2016-03-30T09:00:00Z,452.1818181818182
2016-03-23T14:00:00Z,451.90909090909093
2016-05-05T11:00:00Z,451.86206896551727
2016-04-08T09:00:00Z,451.5
2016-03-30T16:00:00Z,450.8181818181818
2016-04-08T18:00:00Z,450.03225806451616
2016-04-20T20:00:00Z,449.84375
2016-03-18T16:00:00Z,449.5151515151515
2016-04-17T13:00:00Z,448.78125
2016-03-26T11:00:00Z,448.54545454545456
2016-04-11T16:00:00Z,448.3333333333333
2016-05-08T17:00:00Z,446.9259259259259
2016-04-23T09:00:00Z,446.3125
2016-04-05T20:00:00Z,445.96875
2016-04-13T09:00:00Z,445.5151515151515
2016-03-20T16:00:00Z,444.45454545454544
2016-05-05T13:00:00Z,443.62068965517244
2016-04-29T17:00:00Z,443.5483870967742
2016-04-25T16:00:00Z,443.5
2016-04-29T15:00:00Z,443.258064516129
2016-03-27T10:00:00Z,443.030303030303
2016-03-25T12:00:00Z,442.969696969697
2016-04-12T16:00:00Z,442.90909090909093
2016-05-06T16:00:00Z,442.8965517241379
2016-03-20T17:00:00Z,442.54545454545456
2016-04-21T17:00:00Z,441.09375
2016-05-07T09:00:00Z,440.7857142857143
2016-04-03T14:00:00Z,440.75
2016-03-17T14:00:00Z,440.030303030303
2016-04-06T14:00:00Z,439.75
2016-05-08T18:00:00Z,439.44444444444446
2016-03-13T09:00:00Z,439.42424242424244
2016-05-04T10:00:00Z,439.3448275862069
2016-04-14T11:00:00Z,439.06060606060606
2016-03-19T20:00:00Z,438.969696969697
2016-04-17T15:00:00Z,438.8125
2016-03-13T16:00:00Z,438.24242424242425
2016-03-26T17:00:00Z,438.06060606060606
2016-05-08T10:00:00Z,437.85185185185185
2016-04-08T11:00:00Z,437.1875
2016-04-12T09:00:00Z,436.969696969697
2016-04-02T15:00:00Z,436.5151515151515
2016-03-20T09:00:00Z,435.54545454545456
2016-04-16T18:00:00Z,435.09375
2016-04-16T17:00:00Z,435.0625
2016-04-11T09:00:00Z,434.28
2016-04-15T17:00:00Z,434.21875
2016-03-30T17:00:00Z,433.6969696969697
2016-05-07T17:00:00Z,433.6666666666667
2016-04-17T18:00:00Z,433.5
2016-03-22T08:00:00Z,433.09090909090907
2016-04-12T11:00:00Z,432.54545454545456
2016-04-01T17:00:00Z,432.2121212121212
2016-04-14T13:00:00Z,431.969696969697
2016-04-05T10:00:00Z,431.7878787878788
2016-05-06T20:00:00Z,431.6896551724138
2016-03-13T08:00:00Z,431.3939393939394
2016-03-22T10:00:00Z,431.3939393939394
2016-05-02T14:00:00Z,431.17241379310343
2016-04-13T16:00:00Z,430.75757575757575
2016-04-28T11:00:00Z,429.6875
2016-04-29T08:00:00Z,429.6774193548387
2016-03-22T11:00:00Z,429.42424242424244
2016-03-24T16:00:00Z,429.09090909090907
2016-04-03T19:00:00Z,429.0625
2016-03-29T10:00:00Z,428.969696969697
2016-04-23T20:00:00Z,428.34375
2016-04-12T13:00:00Z,427.8787878787879
2016-04-03T09:00:00Z,427.1875
2016-05-02T20:00:00Z,426.7931034482759
2016-03-31T10:00:00Z,426.5151515151515
2016-03-23T08:00:00Z,426.4848484848485
2016-04-27T08:00:00Z,426.46875
2016-03-20T13:00:00Z,426.3636363636364
2016-03-24T09:00:00Z,426.2121212121212
2016-04-08T15:00:00Z,425.65625
2016-03-28T17:00:00Z,425.42424242424244
2016-05-10T21:00:00Z,425.125
2016-04-24T19:00:00Z,424.8125
2016-04-29T13:00:00Z,424.5483870967742
2016-05-06T07:00:00Z,424.51724137931035
2016-05-04T18:00:00Z,423.9655172413793
2016-03-19T10:00:00Z,423.6969696969697
2016-04-22T20:00:00Z,423.3125
2016-03-20T19:00:00Z,423.030303030303
2016-03-31T08:00:00Z,423
2016-03-28T20:00:00Z,422.54545454545456
2016-05-03T13:00:00Z,422.44827586206895
2016-04-07T18:00:00Z,422.125
2016-05-06T18:00:00Z,420.1034482758621
2016-03-12T13:00:00Z,420.030303030303
2016-04-05T14:00:00Z,419.96875
2016-04-15T07:00:00Z,419.93939393939394
2016-05-09T21:00:00Z,419.56
2016-05-03T07:00:00Z,419.1034482758621
2016-03-29T20:00:00Z,419.06060606060606
2016-03-31T13:00:00Z,418.6363636363636
2016-03-31T18:00:00Z,418.4848484848485
2016-04-25T11:00:00Z,418.4375
2016-03-17T13:00:00Z,417.75757575757575
2016-03-15T09:00:00Z,417.27272727272725
2016-04-12T08:00:00Z,417.2121212121212
2016-03-14T17:00:00Z,416.3636363636364
2016-04-15T14:00:00Z,416
2016-05-02T16:00:00Z,414.55172413793105
2016-04-21T09:00:00Z,414.15625
2016-03-15T16:00:00Z,414.06060606060606
2016-03-15T11:00:00Z,413.1515151515151
2016-04-19T07:00:00Z,413
2016-05-03T11:00:00Z,412.3103448275862
2016-04-02T14:00:00Z,411.3333333333333
2016-05-02T17:00:00Z,410.2068965517241
2016-03-16T12:00:00Z,409.6060606060606
2016-03-30T15:00:00Z,409.4848484848485
2016-04-12T07:00:00Z,409.45454545454544
2016-03-16T15:00:00Z,409.3333333333333
2016-05-03T21:00:00Z,409.17241379310343
2016-04-22T12:00:00Z,408.53125
2016-04-01T10:00:00Z,408.4848484848485
2016-04-08T20:00:00Z,407.7096774193548
2016-04-07T16:00:00Z,407.6875
2016-04-19T14:00:00Z,407.46875
2016-05-09T08:00:00Z,407.3703703703704
2016-03-12T10:00:00Z,407.24242424242425
2016-03-19T15:00:00Z,407.06060606060606
2016-04-14T20:00:00Z,406.6969696969697
2016-05-02T13:00:00Z,405.6896551724138
2016-03-21T08:00:00Z,405.4848484848485
2016-04-22T16:00:00Z,404.4375
2016-04-05T07:00:00Z,404.27272727272725
2016-04-02T19:00:00Z,404.09375
2016-04-26T09:00:00Z,403.6875
2016-04-19T15:00:00Z,403.53125
2016-04-08T10:00:00Z,403.46875
2016-04-22T07:00:00Z,403.1875
2016-04-26T10:00:00Z,403.125
2016-05-06T09:00:00Z,402.6551724137931
2016-05-05T15:00:00Z,402.51724137931035
2016-04-21T20:00:00Z,402.46875
2016-05-08T11:00:00Z,401.74074074074076
2016-03-29T11:00:00Z,401.72727272727275
2016-03-16T17:00:00Z,401.45454545454544
2016-04-29T07:00:00Z,401.3225806451613
2016-05-04T16:00:00Z,401.0344827586207
2016-04-26T15:00:00Z,400.375
2016-05-07T20:00:00Z,400.3703703703704
2016-03-17T17:00:00Z,400.3636363636364
2016-04-24T16:00:00Z,400.1875
2016-04-10T14:00:00Z,400.0769230769231
2016-03-20T12:00:00Z,399.7878787878788
2016-05-02T08:00:00Z,399
2016-05-03T08:00:00Z,398.7931034482759
2016-03-30T19:00:00Z,398.75757575757575
2016-04-19T10:00:00Z,398.65625
2016-03-20T20:00:00Z,398.4848484848485
2016-05-02T09:00:00Z,398.2758620689655
2016-03-30T08:00:00Z,398.06060606060606
2016-05-10T07:00:00Z,398
2016-04-06T15:00:00Z,397.9375
2016-05-01T11:00:00Z,397.8666666666667
2016-03-18T12:00:00Z,397.8484848484849
2016-03-27T19:00:00Z,397.6666666666667
2016-05-02T10:00:00Z,396.58620689655174
2016-04-26T08:00:00Z,396.46875
2016-03-25T09:00:00Z,396.3939393939394
2016-03-14T13:00:00Z,396.3030303030303
2016-04-05T09:00:00Z,396.3030303030303
2016-04-20T11:00:00Z,396.28125
2016-03-31T20:00:00Z,396.2121212121212
2016-04-11T14:00:00Z,395.9583333333333
2016-03-26T19:00:00Z,395.6363636363636
2016-03-21T20:00:00Z,395.3939393939394
2016-05-04T09:00:00Z,394.48275862068965
2016-04-19T20:00:00Z,394.34375
2016-04-17T12:00:00Z,394.21875
2016-04-29T10:00:00Z,394
2016-05-07T18:00:00Z,393.5925925925926
2016-05-03T20:00:00Z,392.6551724137931
2016-05-03T12:00:00Z,392.2068965517241
2016-03-26T10:00:00Z,392
2016-04-26T20:00:00Z,391.40625
2016-04-05T21:00:00Z,391
2016-04-01T16:00:00Z,390.72727272727275
2016-05-07T15:00:00Z,390.7037037037037
2016-03-24T17:00:00Z,390.6666666666667
2016-03-14T12:00:00Z,390.6060606060606
2016-05-12T11:00:00Z,390.6
2016-03-29T07:00:00Z,390.57575757575756
2016-04-03T13:00:00Z,389.65625
2016-04-20T10:00:00Z,389.28125
2016-04-24T08:00:00Z,388.84375
2016-04-01T11:00:00Z,388.030303030303
2016-03-31T16:00:00Z,388
2016-04-18T11:00:00Z,387.6875
2016-05-12T07:00:00Z,387.1666666666667
2016-04-25T14:00:00Z,386.90625
2016-04-02T18:00:00Z,386.875
2016-04-14T12:00:00Z,386.3939393939394
2016-03-21T18:00:00Z,386.27272727272725
2016-05-01T13:00:00Z,386
2016-05-10T09:00:00Z,384.5
2016-03-16T13:00:00Z,384.3333333333333
2016-03-29T08:00:00Z,384.3333333333333
2016-04-09T08:00:00Z,384.0344827586207
2016-04-01T20:00:00Z,384.030303030303
2016-04-17T09:00:00Z,383.625
2016-05-06T08:00:00Z,383.58620689655174
2016-04-11T15:00:00Z,383.3333333333333
2016-04-01T13:00:00Z,382.2121212121212
2016-03-15T17:00:00Z,380.06060606060606
2016-03-24T14:00:00Z,379.45454545454544
2016-03-19T13:00:00Z,378.8181818181818
2016-05-07T22:00:00Z,378.22222222222223
2016-03-30T10:00:00Z,377.90909090909093
2016-03-22T17:00:00Z,377.1515151515151
2016-04-22T17:00:00Z,376.8125
2016-04-29T20:00:00Z,375.3225806451613
2016-04-25T20:00:00Z,375.28125
2016-04-21T13:00:00Z,375.25
2016-03-25T18:00:00Z,374.3939393939394
2016-04-15T09:00:00Z,374.3636363636364
2016-04-15T20:00:00Z,374.125
2016-05-06T11:00:00Z,373.86206896551727
2016-03-25T17:00:00Z,373.4848484848485
2016-05-11T10:00:00Z,373.3478260869565
2016-05-09T12:00:00Z,373.11538461538464
2016-04-18T14:00:00Z,371.9375
2016-04-06T20:00:00Z,371.65625
2016-03-24T18:00:00Z,371.57575757575756
2016-04-15T08:00:00Z,371.5151515151515
2016-03-21T09:00:00Z,371.27272727272725
2016-04-15T12:00:00Z,370.6666666666667
2016-05-06T12:00:00Z,370.58620689655174
2016-05-10T16:00:00Z,369.625
2016-05-02T12:00:00Z,369.62068965517244
2016-04-09T09:00:00Z,368.8965517241379
2016-04-10T20:00:00Z,368.76
2016-03-25T08:00:00Z,368.6969696969697
2016-04-03T10:00:00Z,368.15625
2016-04-22T11:00:00Z,367.375
2016-04-22T21:00:00Z,366.46875
2016-05-02T11:00:00Z,366.37931034482756
2016-04-09T21:00:00Z,366.07142857142856
2016-04-27T20:00:00Z,365.15625
2016-04-27T16:00:00Z,364.40625
2016-03-13T12:00:00Z,363.8787878787879
2016-03-20T10:00:00Z,363.54545454545456
2016-04-20T07:00:00Z,363.46875
2016-03-29T21:00:00Z,363.09090909090907
